,State,County,% Adults with Obesity,Food Environment Index,% Physically Inactive,% Limited Access to Healthy Foods,% Frequent Physical Distress,% Frequent Mental Distress,% With Access to Exercise Opportunities,Life Expectancy,Median Household Income,% Uninsured Adults,% Excessive Drinking,POPESTIMATE2022
2552,Tennessee,Sullivan,34.0,6.7,25.0,85.33359363560935,11.0,18.0,57.0,74.9,49489.0,68.54409683244668,16.0,20489.0
2554,Tennessee,Tipton,39.0,8.3,27.0,0.600049745056585,11.0,17.0,50.0,75.0,62814.0,3.296231811963686,16.0,160820.0
2556,Tennessee,Unicoi,35.0,7.4,27.0,0.561178149734008,12.0,18.0,100.0,72.5,44971.0,2.3663552614506296,16.0,61656.0
2557,Tennessee,Union,37.0,7.6,28.0,1.1394599950458262,13.0,19.0,10.0,73.7,51102.0,15.977210800099083,17.0,12111.0
2558,Tennessee,Van Buren,37.0,7.3,29.0,0.2772434083965147,13.0,19.0,12.0,71.8,45565.0,2.8799366300780807,16.0,17674.0
2559,Tennessee,Warren,37.0,6.9,29.0,9.519851359280267,13.0,19.0,49.0,74.1,48444.0,22.18364952082926,16.0,20452.0
2561,Tennessee,Wayne,39.0,7.0,29.0,3.6239470803788127,13.0,18.0,47.0,75.3,47563.0,2.8577547232665492,17.0,42026.0
2562,Tennessee,Weakley,39.0,7.0,27.0,2.078253972916605,13.0,18.0,21.0,75.3,44799.0,2.2926886584613575,16.0,136172.0
2563,Tennessee,White,37.0,6.4,28.0,26.066961000735834,13.0,19.0,35.0,74.5,45239.0,15.661025263674269,16.0,16308.0
2564,Tennessee,Williamson,28.0,9.1,17.0,27.5504340199014,7.0,14.0,82.0,81.5,123474.0,36.77827178416961,19.0,33063.0
2565,Tennessee,Wilson,33.0,8.2,21.0,23.599629418472066,9.0,16.0,60.0,77.5,82489.0,34.984321550741164,17.0,28064.0
2567,Texas,Anderson,39.0,6.4,28.0,5.83961401406452,12.0,16.0,37.0,73.2,54515.0,3.5501876320519696,20.0,158555.0
2568,Texas,Andrews,38.0,7.5,29.0,0.0040393516098064935,12.0,16.0,75.0,76.4,70005.0,0.010776044360539005,20.0,30029572.0
2569,Texas,Angelina,41.0,6.3,29.0,14.585629650041335,13.0,18.0,62.0,75.1,50620.0,21.77080462937448,18.0,58064.0
2570,Texas,Aransas,36.0,5.4,28.0,20.475619068397513,13.0,17.0,66.0,74.9,55435.0,18.97567361186866,22.0,18334.0
2571,Texas,Archer,35.0,7.5,23.0,0.512049230204016,11.0,16.0,20.0,80.3,69286.0,1.1986085119573828,22.0,87101.0
2572,Texas,Armstrong,33.0,6.5,21.0,1.6276459268762027,10.0,16.0,1.0,75.9,64401.0,0.7817511225144322,23.0,24944.0
2573,Texas,Atascosa,38.0,7.9,32.0,29.632144878324844,12.0,15.0,45.0,76.8,57905.0,91.42048670062253,20.0,8835.0
2575,Texas,Bailey,39.0,8.5,30.0,0.3086662472475621,11.0,15.0,78.0,77.4,47375.0,2.372994652406417,20.0,50864.0
2576,Texas,Bandera,35.0,6.8,24.0,6.743415763578481,11.0,16.0,67.0,78.7,69051.0,8.515290864070488,22.0,31097.0
2578,Texas,Baylor,36.0,7.5,25.0,0.2441781596201673,11.0,16.0,88.0,73.4,45408.0,1.6504634863215013,22.0,22115.0
2579,Texas,Bee,41.0,6.3,32.0,3.2348287942140357,13.0,15.0,48.0,75.2,45431.0,3.036124609183712,20.0,106188.0
2582,Texas,Blanco,35.0,8.1,23.0,0.025747581014763665,10.0,15.0,38.0,79.2,69247.0,0.408871586514447,22.0,388386.0
2584,Texas,Bosque,36.0,6.7,26.0,14.285714285714285,12.0,17.0,30.0,75.6,56041.0,20.08374939603801,21.0,12418.0
2587,Texas,Brazos,37.0,6.5,25.0,26.178084424403757,11.0,15.0,87.0,80.0,50494.0,30.523170532949422,18.0,92035.0
2588,Texas,Brewster,36.0,6.0,25.0,0.38822095877953844,11.0,15.0,71.0,81.3,51197.0,0.3570499328921302,20.0,388181.0
2590,Texas,Brooks,45.0,5.0,41.0,7.845445788290699,16.0,17.0,89.0,72.1,33460.0,10.895857861500588,16.0,9343.0
2592,Texas,Burleson,36.0,7.5,25.0,13.365189690124529,11.0,16.0,47.0,76.3,57469.0,34.404865334491745,21.0,6906.0
2593,Texas,Burnet,35.0,7.7,25.0,7.5704271232376925,11.0,16.0,43.0,78.5,72510.0,17.749459255205483,22.0,38373.0
2594,Texas,Caldwell,40.0,7.3,32.0,14.04298654660449,13.0,16.0,40.0,76.5,60063.0,38.33413732111272,19.0,18657.0
2595,Texas,Calhoun,39.0,5.5,28.0,11.53098929564588,11.0,15.0,64.0,77.7,70662.0,5.350272370576359,20.0,52502.0
2596,Texas,Callahan,37.0,7.1,24.0,2.5539207490386224,11.0,16.0,55.0,75.7,56708.0,3.7222036448754388,22.0,47848.0
2598,Texas,Camp,39.0,6.9,28.0,4.313863476425053,12.0,17.0,59.0,74.7,51024.0,11.583391977480648,19.0,14210.0
2599,Texas,Carson,35.0,8.0,21.0,0.0766683599555982,10.0,16.0,61.0,75.8,66548.0,0.1258207747737578,23.0,425208.0
2600,Texas,Cass,37.0,6.5,27.0,17.94589493551431,13.0,18.0,35.0,74.7,42896.0,28.82982069833281,20.0,12716.0
2601,Texas,Castro,38.0,8.1,31.0,6.241355463347165,12.0,15.0,60.0,77.4,62236.0,22.631396957123098,19.0,5784.0
2602,Texas,Chambers,36.0,7.5,24.0,5.084270647184554,11.0,16.0,79.0,77.3,89767.0,15.007533550579907,21.0,28539.0
2604,Texas,Childress,39.0,6.1,29.0,2.600998284199033,13.0,16.0,75.0,75.3,42758.0,1.5578692871626891,20.0,51288.0
2605,Texas,Clay,34.0,5.7,22.0,4.283086455610417,10.0,16.0,7.0,77.3,60973.0,2.2964468970858745,22.0,51645.0
2606,Texas,Cochran,44.0,6.0,37.0,4.229695990600676,16.0,18.0,1.0,76.4,42274.0,7.960052871199882,18.0,6809.0
2607,Texas,Coke,36.0,4.0,26.0,11.424756818615297,12.0,17.0,36.0,77.6,46767.0,3.8336830059126457,21.0,10486.0
2608,Texas,Coleman,35.0,6.4,26.0,35.94615993665875,12.0,16.0,63.0,72.8,42253.0,40.93428345209818,21.0,2526.0
2610,Texas,Collingsworth,39.0,7.4,30.0,1.10828025477707,13.0,17.0,82.0,72.0,45734.0,6.828025477707006,19.0,7850.0
2611,Texas,Colorado,40.0,7.8,28.0,0.13126825327782266,12.0,16.0,63.0,77.1,62004.0,0.26624757486001505,20.0,1158696.0
2614,Texas,Concho,38.0,6.8,30.0,0.26646158512147833,13.0,17.0,66.0,82.6,48563.0,0.18468170838704087,20.0,184642.0
2615,Texas,Cooke,36.0,7.5,24.0,7.493875198155354,11.0,16.0,53.0,77.0,58060.0,43.421242253927076,21.0,13878.0
2618,Texas,Crane,37.0,8.3,29.0,0.20104165441997718,11.0,15.0,94.0,76.7,63555.0,0.8312073080404905,20.0,85057.0
2619,Texas,Crockett,39.0,7.6,33.0,6.426931905126243,12.0,16.0,90.0,72.2,53159.0,42.234123947972456,19.0,1307.0
2620,Texas,Crosby,40.0,7.4,33.0,3.1016278046634405,14.0,17.0,20.0,73.6,42728.0,18.543774747030355,18.0,4546.0
2621,Texas,Culberson,45.0,6.4,39.0,3.4658511722731906,16.0,17.0,94.0,76.9,48217.0,13.217804960924227,17.0,2943.0
2622,Texas,Dallam,39.0,6.6,33.0,23.589435774309724,15.0,17.0,65.0,75.3,70895.0,29.4717887154862,19.0,4998.0
2624,Texas,Dawson,42.0,5.3,36.0,35.89283248170142,15.0,17.0,69.0,73.2,43627.0,24.513188786079272,18.0,7241.0
2625,Texas,Deaf Smith,40.0,7.9,35.0,0.055366727672598086,13.0,16.0,80.0,76.2,50967.0,0.13261100259916025,18.0,2600840.0
2626,Texas,Delta,37.0,7.3,25.0,0.8573784006595219,12.0,17.0,61.0,73.9,50329.0,4.987633965375103,21.0,12130.0
2628,Texas,DeWitt,39.0,7.4,30.0,8.08361080281169,13.0,16.0,65.0,75.4,54279.0,42.008879023307436,20.0,5406.0
2629,Texas,Dickens,38.0,6.9,29.0,0.014734758989482042,13.0,16.0,61.0,75.0,42690.0,0.02271608677545148,20.0,977281.0
2630,Texas,Dimmit,46.0,3.5,43.0,13.483714343516084,17.0,17.0,81.0,76.6,41838.0,7.500505765729313,16.0,19772.0
2631,Texas,Donley,37.0,7.7,24.0,11.761297798377752,11.0,17.0,79.0,72.5,44353.0,23.754345307068366,21.0,1726.0
2633,Texas,Eastland,38.0,6.1,28.0,60.58700209643606,13.0,17.0,60.0,74.8,47526.0,70.26055705300989,20.0,3339.0
2635,Texas,Edwards,41.0,7.2,34.0,1.2204636647347302,14.0,17.0,67.0,76.2,47573.0,1.6217119928666965,18.0,17944.0
2636,Texas,Ellis,35.0,7.8,24.0,6.821699643809559,10.0,15.0,55.0,78.2,87698.0,16.280949095226553,21.0,160869.0
2638,Texas,Erath,34.0,6.2,24.0,3.2349586675589825,11.0,16.0,70.0,79.3,51964.0,2.5713774024186784,21.0,212182.0
2639,Texas,Falls,41.0,6.6,32.0,0.10578258972815371,14.0,18.0,37.0,77.0,46173.0,0.219967931415127,18.0,868763.0
2640,Texas,Fannin,35.0,6.7,25.0,10.042146030299579,12.0,16.0,34.0,75.7,56794.0,10.299578539697004,21.0,43895.0
2641,Texas,Fayette,37.0,7.7,25.0,8.059123702269929,11.0,16.0,55.0,79.2,64711.0,18.6579858056191,22.0,17049.0
2642,Texas,Fisher,38.0,7.7,25.0,0.39326599326599326,11.0,16.0,43.0,77.5,51362.0,1.1259259259259258,21.0,37125.0
2643,Texas,Floyd,39.0,7.7,31.0,1.160036928511219,13.0,16.0,75.0,74.2,43855.0,4.062136234094649,19.0,24913.0
2647,Texas,Freestone,38.0,6.5,28.0,0.19423131859109752,13.0,17.0,33.0,74.9,48397.0,0.2658730962069221,20.0,889146.0
2648,Texas,Frio,41.0,6.7,36.0,18.901864757958183,14.0,15.0,40.0,76.2,47833.0,24.835185533998867,18.0,10618.0
2649,Texas,Gaines,36.0,7.9,31.0,1.208020050125313,13.0,17.0,50.0,77.0,58712.0,23.66416040100251,20.0,19950.0
2652,Texas,Gillespie,35.0,7.9,22.0,0.2178557727579477,10.0,15.0,57.0,80.5,71594.0,1.0002324168269783,22.0,357117.0
2654,Texas,Goliad,38.0,7.0,28.0,2.587618735669833,12.0,16.0,50.0,80.6,58937.0,3.1662845288786983,21.0,27477.0
2656,Texas,Gray,39.0,6.8,29.0,26.84055532183425,13.0,17.0,89.0,74.0,45530.0,46.41705230682934,20.0,7131.0
2657,Texas,Grayson,37.0,7.3,25.0,35.941912061315044,11.0,16.0,78.0,75.8,62678.0,89.51189995966115,21.0,19832.0
2658,Texas,Gregg,39.0,6.4,29.0,57.68260766119438,12.0,17.0,81.0,74.6,57608.0,84.81084939329051,19.0,21015.0
2659,Texas,Grimes,40.0,6.5,29.0,2.267852526706304,13.0,17.0,32.0,76.6,52540.0,2.721283299914065,20.0,143131.0
2660,Texas,Guadalupe,38.0,7.3,26.0,12.981194646173961,10.0,15.0,65.0,79.5,80145.0,14.631346507975735,20.0,125443.0
2661,Texas,Hale,38.0,7.1,33.0,9.608506210574234,13.0,16.0,65.0,74.6,47373.0,16.495415230539116,19.0,30754.0
2662,Texas,Hall,40.0,6.1,32.0,0.23856423725103962,14.0,17.0,32.0,77.6,34766.0,0.2593565331582403,19.0,182760.0
2663,Texas,Hamilton,36.0,6.1,26.0,3.270807804694128,12.0,17.0,37.0,75.3,53759.0,3.732679800169667,21.0,31827.0
2664,Texas,Hansford,39.0,8.2,30.0,7.259786476868327,13.0,16.0,62.0,78.9,57692.0,35.37366548042705,19.0,2810.0
2665,Texas,Hardeman,38.0,6.9,28.0,3.8925042178838276,12.0,17.0,35.0,75.3,45677.0,8.363461074957822,20.0,8298.0
2668,Texas,Harrison,39.0,7.1,26.0,5.4903046133088855,12.0,17.0,58.0,75.7,56645.0,13.815709813011365,20.0,57811.0
2669,Texas,Hartley,36.0,7.4,23.0,0.014620638359242263,10.0,14.0,74.0,80.4,71332.0,0.01188057594856882,23.0,4780913.0
2670,Texas,Haskell,37.0,6.6,31.0,0.964906011007076,14.0,17.0,67.0,77.4,43546.0,1.1821885497820028,20.0,69955.0
2672,Texas,Hemphill,35.0,7.9,25.0,1.9618730334999075,10.0,16.0,83.0,80.9,65387.0,10.012955765315565,21.0,5403.0
2673,Texas,Henderson,40.0,6.6,27.0,2.435137895812053,13.0,17.0,62.0,74.6,50348.0,4.215061751323242,20.0,269225.0
2675,Texas,Hill,37.0,7.6,26.0,0.78332998071257,12.0,17.0,50.0,75.2,52495.0,6.592041272733727,20.0,84511.0
2676,Texas,Hockley,39.0,6.3,31.0,0.39893422425641656,13.0,16.0,67.0,74.5,51078.0,0.4200966492451881,19.0,888367.0
2677,Texas,Hood,33.0,7.6,22.0,7.374963165367408,10.0,16.0,78.0,77.5,68911.0,17.79045782099708,23.0,37329.0
2678,Texas,Hopkins,37.0,7.0,26.0,14.833892538159823,12.0,17.0,51.0,75.7,56680.0,24.086763385473276,21.0,21161.0
2679,Texas,Houston,42.0,6.0,30.0,4.857396833049584,14.0,17.0,54.0,76.0,45603.0,3.5993551594774984,19.0,66373.0
2680,Texas,Howard,39.0,6.3,30.0,11.32419849751349,12.0,16.0,64.0,74.0,55842.0,11.263358374775157,20.0,37804.0
2681,Texas,Hudspeth,43.0,1.3,40.0,9.216400911161731,16.0,17.0,0.0,82.0,38904.0,4.55125284738041,17.0,21950.0
2682,Texas,Hunt,37.0,6.9,26.0,21.557971014492754,12.0,17.0,58.0,76.0,58326.0,38.2335471608458,20.0,33672.0
2683,Texas,Hutchinson,37.0,6.9,26.0,56.81818181818182,11.0,16.0,63.0,73.6,56646.0,79.51631701631702,21.0,3432.0
2685,Texas,Jack,38.0,6.0,28.0,7.078901805589909,13.0,17.0,64.0,75.6,51846.0,5.372248330447688,21.0,20215.0
2687,Texas,Jasper,39.0,6.3,29.0,22.528581035642233,14.0,18.0,34.0,74.1,50038.0,46.177986998430846,20.0,8922.0
2688,Texas,Jeff Davis,38.0,6.8,29.0,1.248183859463743,13.0,17.0,44.0,84.4,56149.0,2.7077004358737287,19.0,15142.0
2691,Texas,Jim Wells,41.0,6.2,33.0,1.5731770521867399,13.0,16.0,48.0,74.1,43852.0,2.2497308934338,18.0,250830.0
2693,Texas,Jones,41.0,6.8,30.0,6.1608200690259105,12.0,15.0,42.0,77.2,52288.0,4.80348220264771,22.0,38826.0
2694,Texas,Karnes,40.0,7.6,31.0,0.43118881261956155,13.0,15.0,52.0,75.2,48470.0,0.8061133673646845,19.0,195506.0
2695,Texas,Kaufman,36.0,7.9,25.0,17.863054928517684,11.0,16.0,66.0,75.9,73660.0,84.25884123401055,20.0,19935.0
2696,Texas,Kendall,33.0,8.6,20.0,2.864653545430035,9.0,14.0,79.0,81.5,102832.0,33.66136424912376,22.0,14836.0
2700,Texas,Kimble,38.0,6.6,28.0,52.567567567567565,13.0,17.0,66.0,76.4,48671.0,79.86486486486486,20.0,740.0
2702,Texas,Kinney,40.0,4.9,32.0,20.850293984622343,13.0,15.0,95.0,79.2,50567.0,8.43509724106739,19.0,4422.0
2704,Texas,Knox,38.0,7.5,29.0,7.065217391304348,12.0,16.0,41.0,73.7,45558.0,16.975703324808183,20.0,3128.0
2705,Texas,Lamar,39.0,5.7,27.0,23.30874118964495,13.0,17.0,62.0,73.8,50787.0,22.51827942823266,20.0,30362.0
2706,Texas,Lamb,41.0,6.6,34.0,46.2878093492209,14.0,17.0,66.0,73.7,48981.0,64.65016804155209,18.0,3273.0
2707,Texas,Lampasas,35.0,7.3,24.0,2.2977577054116156,11.0,16.0,72.0,77.6,64401.0,5.443308771095793,21.0,50484.0
2709,Texas,Lavaca,36.0,7.9,26.0,3.616414307658547,11.0,16.0,51.0,78.6,54421.0,9.032258064516128,21.0,22785.0
2710,Texas,Lee,38.0,7.7,28.0,16.217443973349486,12.0,17.0,53.0,76.6,59469.0,34.02483343428225,21.0,6604.0
2711,Texas,Leon,38.0,6.5,28.0,6.5763271649910156,13.0,18.0,19.0,77.1,51582.0,11.39929088348147,20.0,20589.0
2712,Texas,Liberty,40.0,7.0,30.0,17.477999331625266,13.0,17.0,46.0,74.2,57174.0,78.92391667594964,20.0,17954.0
2713,Texas,Limestone,40.0,6.6,29.0,12.554753531988402,13.0,17.0,54.0,74.6,50381.0,18.810537355789993,20.0,16209.0
2715,Texas,Live Oak,39.0,7.0,33.0,1.8514357614703634,14.0,17.0,20.0,79.4,52910.0,6.6507886577090725,19.0,22253.0
2716,Texas,Llano,35.0,6.5,23.0,89.69866853538892,11.0,16.0,80.0,78.1,61037.0,83.6019621583742,22.0,2854.0
2720,Texas,McCulloch,38.0,5.5,28.0,0.5010061059135095,12.0,17.0,82.0,75.5,43525.0,0.3718970528496887,20.0,317561.0
2725,Texas,Martin,37.0,7.7,28.0,2.379035209721104,11.0,16.0,69.0,72.4,69505.0,5.724324720005856,20.0,13661.0
2726,Texas,Mason,34.0,8.0,22.0,1.1715481171548117,10.0,15.0,72.0,82.1,56690.0,6.7991631799163175,22.0,9560.0
2729,Texas,Medina,40.0,7.9,27.0,5.157093425605536,11.0,15.0,65.0,78.2,62907.0,17.159861591695503,21.0,36125.0
2730,Texas,Menard,36.0,6.8,26.0,0.23339038431616616,11.0,15.0,78.0,76.5,41507.0,0.5584081046971976,20.0,57843.0
2731,Texas,Midland,36.0,7.8,24.0,12.986988812985128,10.0,15.0,91.0,77.9,84837.0,42.87362954414311,21.0,53723.0
2733,Texas,Mills,37.0,7.2,26.0,0.25814103570369595,12.0,17.0,14.0,76.5,54948.0,0.42151407857022427,21.0,171999.0
2734,Texas,Mitchell,38.0,7.5,29.0,2.2163258935539254,12.0,15.0,61.0,75.9,44476.0,3.3049789292960825,21.0,25628.0
2735,Texas,Montague,35.0,7.0,25.0,19.755555555555556,12.0,17.0,30.0,73.5,54988.0,59.15555555555555,22.0,4500.0
2737,Texas,Moore,38.0,7.8,32.0,8.91610881640792,12.0,16.0,72.0,76.3,61833.0,19.750272990552155,19.0,21063.0
2738,Texas,Morris,41.0,6.9,29.0,0.016507244027178,13.0,17.0,4.0,74.1,44957.0,0.21356246960161535,19.0,678490.0
2740,Texas,Nacogdoches,40.0,6.1,29.0,49.87172059918895,13.0,17.0,51.0,75.8,46970.0,78.14284531987089,19.0,12083.0
2742,Texas,Newton,40.0,5.2,31.0,3.146680645061824,15.0,18.0,6.0,75.4,44030.0,2.5777805186395732,19.0,64862.0
2743,Texas,Nolan,40.0,6.9,31.0,1.9748883520023428,13.0,17.0,53.0,73.9,44342.0,3.534299729116334,20.0,54636.0
2745,Texas,Ochiltree,39.0,7.9,31.0,2.0313687556139017,13.0,16.0,89.0,76.6,60914.0,13.058799143232225,19.0,14473.0
2746,Texas,Oldham,34.0,5.1,23.0,0.18994864562066005,10.0,15.0,0.0,77.9,62868.0,0.06767631385885792,22.0,351674.0
2747,Texas,Orange,36.0,6.4,25.0,83.97876327295441,11.0,17.0,52.0,74.0,65908.0,97.03310430980638,21.0,9606.0
2749,Texas,Panola,38.0,6.6,26.0,2.679727788635882,12.0,17.0,40.0,74.1,54244.0,3.5086066828360845,21.0,84934.0
2750,Texas,Parker,33.0,7.8,22.0,23.010362871507233,10.0,16.0,56.0,78.3,85613.0,56.22969321796231,22.0,29239.0
2751,Texas,Parmer,40.0,7.8,32.0,3.713013185165586,13.0,16.0,17.0,76.4,56632.0,7.27168496714733,19.0,22677.0
2752,Texas,Pecos,40.0,6.1,32.0,1.7873294981728718,13.0,15.0,53.0,75.7,49291.0,1.403813452006223,19.0,165834.0
2753,Texas,Polk,38.0,6.6,32.0,23.742203742203742,14.0,18.0,29.0,72.5,50827.0,65.8004158004158,21.0,9620.0
2755,Texas,Presidio,45.0,3.2,45.0,2.619472350014083,19.0,19.0,95.0,87.6,39791.0,2.6307388977560793,15.0,53255.0
2758,Texas,Reagan,39.0,8.2,31.0,0.3977228417686969,12.0,15.0,92.0,77.9,65162.0,4.320361849801139,20.0,12823.0
2759,Texas,Real,39.0,1.6,30.0,1.0982619406048995,13.0,17.0,0.0,74.9,46907.0,0.3318735459148761,19.0,146140.0
2761,Texas,Reeves,41.0,7.7,35.0,34.894366197183096,13.0,15.0,81.0,76.9,46275.0,67.67605633802816,19.0,2840.0
2762,Texas,Refugio,40.0,6.7,31.0,5.622942297695373,12.0,16.0,47.0,76.9,46695.0,6.905215733841621,19.0,11542.0
2764,Texas,Robertson,39.0,6.9,28.0,24.321471652593484,12.0,17.0,60.0,76.2,50816.0,31.106755126658626,19.0,6632.0
2766,Texas,Runnels,38.0,6.4,28.0,9.788375211333294,12.0,16.0,70.0,75.6,48190.0,8.529120270506617,20.0,17153.0
2767,Texas,Rusk,40.0,6.9,28.0,4.847899487046296,12.0,16.0,49.0,76.1,53186.0,5.608402051814817,21.0,123208.0
2768,Texas,Sabine,39.0,6.0,27.0,6.095952936403286,13.0,18.0,75.0,75.2,46233.0,11.918044426412415,20.0,9859.0
2769,Texas,San Augustine,41.0,5.0,31.0,1.9968874805467534,14.0,18.0,42.0,75.2,43335.0,1.8431365196032476,19.0,53333.0
2770,Texas,San Jacinto,39.0,7.1,28.0,8.489251592356688,13.0,17.0,71.0,76.8,52302.0,41.49084394904459,21.0,10048.0
2772,Texas,San Saba,39.0,6.5,29.0,2.9702271765203894,13.0,16.0,51.0,76.9,45437.0,3.2524340341470297,20.0,28348.0
2773,Texas,Schleicher,38.0,7.7,30.0,0.14723961460388255,12.0,16.0,83.0,76.9,52408.0,0.6175486748434685,19.0,69954.0
2774,Texas,Scurry,38.0,7.7,30.0,7.348901098901099,12.0,16.0,44.0,75.7,49727.0,36.79601648351649,20.0,5824.0
2775,Texas,Shackelford,33.0,7.4,22.0,7.7216801018243535,10.0,16.0,78.0,80.4,61351.0,18.201103097157404,22.0,2357.0
2776,Texas,Shelby,41.0,6.5,30.0,11.416756562387631,14.0,18.0,39.0,74.6,43244.0,24.87114946661872,19.0,16686.0
2777,Texas,Sherman,37.0,7.5,27.0,9.070935342121784,11.0,16.0,72.0,80.4,62557.0,16.541117388575017,21.0,3186.0
2779,Texas,Somervell,36.0,7.7,24.0,0.0,11.0,16.0,79.0,77.7,68280.0,36.691675598428006,22.0,2799.0
2780,Texas,Starr,44.0,3.7,43.0,5.98085333289242,17.0,17.0,37.0,76.0,33535.0,5.412488322682518,16.0,241922.0
2781,Texas,Stephens,38.0,6.0,28.0,13.293020395613405,13.0,17.0,68.0,75.7,46064.0,13.825971097673465,20.0,9757.0
2784,Texas,Sutton,38.0,7.5,30.0,16.866619618913198,12.0,15.0,87.0,79.7,59905.0,39.94354269583628,20.0,1417.0
2789,Texas,Terry,42.0,5.3,36.0,1.7793790428690508,15.0,17.0,49.0,73.3,42225.0,1.317140042572832,18.0,145163.0
2791,Texas,Titus,39.0,6.5,31.0,39.30146105299559,13.0,17.0,52.0,76.2,49513.0,49.04469611826748,18.0,11567.0
2794,Texas,Trinity,41.0,6.1,29.0,0.9554890152407227,13.0,18.0,83.0,74.3,46569.0,1.4559432089627562,20.0,118892.0
2795,Texas,Tyler,35.0,5.2,29.0,0.265146603379281,13.0,17.0,49.0,74.9,46955.0,0.19073668085003725,21.0,1326436.0
2796,Texas,Upshur,36.0,7.1,26.0,9.53843955415833,12.0,17.0,30.0,75.7,51634.0,36.37467847956559,21.0,13996.0
2797,Texas,Upton,38.0,7.9,29.0,1.4328507239141288,12.0,16.0,92.0,75.9,49340.0,2.456315526709935,20.0,20030.0
2798,Texas,Uvalde,39.0,5.1,34.0,15.573809075503672,13.0,16.0,68.0,76.0,48438.0,10.395876482771605,18.0,42488.0
2800,Texas,Van Zandt,36.0,6.7,26.0,22.497995188452286,12.0,17.0,49.0,76.1,59929.0,30.477145148356055,21.0,24940.0
2801,Texas,Victoria,38.0,6.8,29.0,16.149224887619205,12.0,16.0,70.0,77.3,57142.0,26.580683107171367,19.0,47606.0
2802,Texas,Walker,42.0,7.1,29.0,6.777072495585358,12.0,16.0,73.0,78.1,43012.0,11.266485308388615,20.0,62859.0
2803,Texas,Waller,37.0,7.1,27.0,5.244605501564816,11.0,16.0,36.0,78.7,65437.0,9.824850381595564,19.0,91065.0
2804,Texas,Ward,40.0,8.0,31.0,0.35628249017370356,12.0,16.0,86.0,74.8,58461.0,2.302523139343223,19.0,78870.0
2805,Texas,Washington,36.0,7.5,24.0,3.9648431188806668,11.0,16.0,58.0,79.0,66601.0,6.074902252237697,21.0,61894.0
2807,Texas,Wharton,41.0,7.4,30.0,5.459221770513565,13.0,16.0,48.0,76.4,56522.0,18.385464199784284,19.0,36159.0
2808,Texas,Wheeler,38.0,7.2,29.0,0.06273806856374635,13.0,17.0,40.0,74.5,49282.0,0.30883561132272763,20.0,267780.0
2809,Texas,Wichita,37.0,6.3,26.0,35.48919280795715,12.0,16.0,70.0,75.2,53148.0,37.26090283091048,20.0,41824.0
2810,Texas,Wilbarger,41.0,5.5,33.0,43.894320782192636,15.0,18.0,28.0,74.0,48117.0,40.815477428749745,18.0,4807.0
2811,Texas,Willacy,46.0,4.4,39.0,4.366123497822708,16.0,16.0,62.0,75.7,37087.0,2.31500715505701,17.0,129978.0
2813,Texas,Wilson,37.0,8.4,25.0,3.4056496053219485,10.0,15.0,66.0,79.2,78794.0,28.362210197090796,21.0,20143.0
2814,Texas,Winkler,38.0,8.2,31.0,0.015191728550619732,12.0,16.0,98.0,72.5,62477.0,0.1715771695128817,20.0,671418.0
2815,Texas,Wise,35.0,7.7,26.0,3.6029202616857874,11.0,16.0,44.0,76.4,77668.0,20.064473309945956,22.0,52735.0
2816,Texas,Wood,35.0,6.8,25.0,50.834930194360794,11.0,17.0,39.0,76.2,53485.0,80.30385984122638,21.0,7306.0
2817,Texas,Yoakum,38.0,7.5,31.0,0.5647907069897857,12.0,16.0,90.0,75.6,66816.0,2.1416649976633955,19.0,74895.0
2818,Texas,Young,35.0,6.6,25.0,5.420748233988518,12.0,17.0,83.0,74.0,53715.0,5.254284311842414,21.0,46857.0
2819,Texas,Zapata,44.0,5.6,41.0,15.850221446785667,16.0,17.0,31.0,77.8,37474.0,38.894108173399545,16.0,7451.0
2822,Utah,Beaver,28.0,8.7,16.0,2.986029647008638,9.0,15.0,80.0,78.5,59437.0,5.844086594859763,13.0,9377.0
2823,Utah,Box Elder,33.0,8.3,18.0,0.07548509228584951,10.0,15.0,75.0,78.8,69538.0,0.10012423095125413,12.0,3380800.0
2825,Utah,Carbon,30.0,7.1,22.0,3.1448177176493544,11.0,17.0,59.0,75.6,50503.0,1.9512829685518227,13.0,61498.0
2827,Utah,Davis,32.0,8.7,16.0,69.09241164746489,8.0,15.0,92.0,80.2,93260.0,81.63920081668368,11.0,20571.0
2829,Utah,Emery,31.0,7.2,18.0,0.34139933179798243,10.0,16.0,41.0,76.7,62257.0,0.16894266221198656,13.0,369948.0
2830,Utah,Garfield,30.0,5.3,19.0,5.5453598531818855,10.0,15.0,23.0,77.7,56943.0,1.9741084271613512,12.0,20161.0
2831,Utah,Grand,29.0,7.5,18.0,2.2774532131894247,10.0,15.0,95.0,79.4,52645.0,9.34746014456877,13.0,10099.0
2833,Utah,Juab,28.0,7.3,18.0,13.655440679701094,10.0,16.0,59.0,77.7,77036.0,8.619101238611936,12.0,9769.0
2834,Utah,Kane,28.0,6.5,18.0,1.6402633391532782,10.0,15.0,71.0,79.7,62311.0,0.7656698008938154,12.0,62429.0
2835,Utah,Millard,28.0,8.0,20.0,5.005172276597437,10.0,15.0,59.0,79.7,68131.0,8.578021803135195,12.0,12567.0
2836,Utah,Morgan,25.0,9.7,14.0,0.06077549532028686,8.0,14.0,94.0,80.7,111472.0,5.96815364045217,13.0,8227.0
